worker,declaration,answer
A2LV5QYHH24OMY,Be able to save images,MoreFunc
A312KFQ78WB3A4,But I have lost the receipt.,None
A2LV5QYHH24OMY,Es la  página web de ropa que he visitado.,None
A2LV5QYHH24OMY,a wish list or somewhere to remember or save items of clothing,MoreFunc
A2LV5QYHH24OMY,price,Price
A2LV5QYHH24OMY,Website keeps crashing!!!,Latency
A2LV5QYHH24OMY,I love it all!,None
A2LV5QYHH24OMY,The website is too slow and the reviews hardly ever load.,Latency
A2LV5QYHH24OMY,76yhyyyyyyyyyyyyyyy,None
A2I3Y0L38HMQLZ,I think your site is really well laid out - logical and easy to navigate,Navigation
A2I3Y0L38HMQLZ,Postage is ridiculously expensive.,Delivery
A3E157ZN8XPUKJ,very good,None
A312KFQ78WB3A4,lower prices,Price
A2LV5QYHH24OMY,cheaper shoes,Price
A2LV5QYHH24OMY,more stuff for kidz,Range
A2LV5QYHH24OMY,make things cheaper,Price
A312KFQ78WB3A4,love it!,None
A312KFQ78WB3A4,It makes it much easier finding the type of style I'm going for.,Navigation
A2I3Y0L38HMQLZ,Make things alot cheaper,Price
A312KFQ78WB3A4,I like everything!,None
AVX3SWFMBEPMZ,get cheaper,Price
A1KYGP10BH4FXU,More refined search options,MoreFunc
A2LV5QYHH24OMY,There is nothing to improve...,None
A312KFQ78WB3A4,i like,None
A2LV5QYHH24OMY,colour/style of site,Navigation
A312KFQ78WB3A4,its great,None
A312KFQ78WB3A4,everything,None
A312KFQ78WB3A4,i like the layout,Navigation
A2LV5QYHH24OMY,everything!,None
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,cheaper prices,Price
A34M93NJC830DP,go away,None
A2LV5QYHH24OMY,You were chosen based on free delivery,Delivery
A312KFQ78WB3A4,everything,None
A312KFQ78WB3A4,lower prices,Price
A2I3Y0L38HMQLZ,Test - where does this feedback go?,None
A2LV5QYHH24OMY,bhuho,None
A2I3Y0L38HMQLZ,cheaper,Price
A2I3Y0L38HMQLZ,Please lower your prices or at least slash the price of the black Jonis by half thanks ily,Price
A1SFABJ4NX5DFY,Your clothes are too expensive,Price|Products
A2I3Y0L38HMQLZ,make it faster,Latency
A2LV5QYHH24OMY,cheaper prices please,Price
A2LV5QYHH24OMY,Site is very very slow and at times frustrating as the same page keeps appearing and you have to put in details numerous times.,Latency
A312KFQ78WB3A4,Make the prices much more cheaper if you buy online.,Price
A312KFQ78WB3A4,lower your prices,Price
A2LV5QYHH24OMY,every thing,None
A2LV5QYHH24OMY,The prices.,Price
A312KFQ78WB3A4,lower your prices,Price
A2LV5QYHH24OMY,updating the stock more!!,Range
A312KFQ78WB3A4,prices..,Price
A2LV5QYHH24OMY,reduce your prices,Price
A2LV5QYHH24OMY,lower your prices please i cant afford anything,Price
A182JW8U6PO60U,i can't find it!!,Navigation
A312KFQ78WB3A4,i love it,None
A312KFQ78WB3A4,Get more fashionable things in the store.,Range
A2LV5QYHH24OMY,make things cheaper,Price
A2I3Y0L38HMQLZ,it wont let me click anything!,Latency
A2LV5QYHH24OMY,to later,None
A312KFQ78WB3A4,Free delivery,Delivery
A2LV5QYHH24OMY,andate a lavorare,None
A312KFQ78WB3A4,everything,None
A3E157ZN8XPUKJ,very good,None
A312KFQ78WB3A4,lower your prices i can't afford anything,Price
A2LV5QYHH24OMY,gimme a job,None
A2LV5QYHH24OMY,Prices of makeup is really expensive,Price
A312KFQ78WB3A4,hello,None
A312KFQ78WB3A4,delivery charge,Delivery
A312KFQ78WB3A4,More size 9 shoes,Size
A2I3Y0L38HMQLZ,lower your prices.,Price
A2LV5QYHH24OMY,layout was good and easy,Navigation
A1KYGP10BH4FXU,Lower your prices.,Price
A2LV5QYHH24OMY,Would like you to have more items in stock,Stock
A2I3Y0L38HMQLZ,Exellent  very  good...,None
A2LV5QYHH24OMY,Easy to follow,Navigation
A2LV5QYHH24OMY,its great!,None
A312KFQ78WB3A4,ease of use,Navigation
A2LV5QYHH24OMY,very nice,None
A1KYGP10BH4FXU,japan,None
A312KFQ78WB3A4,lower prices,Price
A34M93NJC830DP,too slow,Latency
A2QN0EGBRGJU1M,nothimng,None
A2I3Y0L38HMQLZ,Great!,None
A2I3Y0L38HMQLZ,make things cheaper :(,Price
A312KFQ78WB3A4,cannot travel so much now as I am ageing.,None
A2QN0EGBRGJU1M,I think you should make the option of opening the item you want in a new tab or window (ctrl+click / shift+click)&#44; because it's so much easier to shop,MoreFunc
A2LV5QYHH24OMY,add all in saved for later to bag :facepalm:,MoreFunc
A2I3Y0L38HMQLZ,easy to use&#44; selection process is a little slow.,Latency|Navigation
A2LV5QYHH24OMY,Clothes design!,Products
A1KYGP10BH4FXU,free international delivery would be nice :),Delivery
A312KFQ78WB3A4,like te designe!,Navigation
A2I3Y0L38HMQLZ,Speed is an issue - very slow for page to update/load.,Latency
A2LV5QYHH24OMY,For example&#44; say I wanted to view tops and skirts at the same time&#44; I could click both tops and skirts and view the clothing from both selections,MoreFunc
A1KYGP10BH4FXU,Its Awesome !!!!!!,None
A2I3Y0L38HMQLZ,Make everything cheaper I can't afford anything :'(,Price
A2LV5QYHH24OMY,GET BETTER CLOTHES,Products
A2LV5QYHH24OMY,make the shoes cheaper,Price
A2LV5QYHH24OMY,i dont like the red at the top of the website apart from that is look ok and easy to use.,Navigation
A312KFQ78WB3A4,make clothes cheaper,Price
A2LV5QYHH24OMY,have a video of items like on asos,MoreFunc
A2I3Y0L38HMQLZ,make the prices cheaper in order to bring in more customers !!!,Price
A2LV5QYHH24OMY,The search engine provides me with the results I need.,Navigation
A2I3Y0L38HMQLZ,get more clothes in stock!!!!,Stock
A2LV5QYHH24OMY,AMAZING,None
A2LV5QYHH24OMY,Your site is extremely easy to use.,Navigation
A2LV5QYHH24OMY,customer services replied to my enquiry with a link to a messsage that i was able to read once and is now inaccessable.,Navigation
A2I3Y0L38HMQLZ,lower your prices.,Price
A2LV5QYHH24OMY,It's very easy to navigate and it's nice to see such a wide selection of items.,Range|Navigation
A2I3Y0L38HMQLZ,lots more clothes in the Tall section please....,Range
A2I3Y0L38HMQLZ,make it cheaper,Price
A2LV5QYHH24OMY,All of your items are so wonderful...,Products
A312KFQ78WB3A4,Give customers an option to check how much money is on their giftcard..,MoreFunc
A2I3Y0L38HMQLZ,I find the new layout really confusing.,Navigation
A2BWMYV8JU7RO4,it is easy to follow and use&#44; and  reliable,Navigation
A2LV5QYHH24OMY,its good and easy to use,Navigation
A2QN0EGBRGJU1M,lower the prices please,Price
A2I3Y0L38HMQLZ,your site is easy  even for me - technophobe.,Navigation
A2I3Y0L38HMQLZ,sometimes when you do a narrowed down search not all the items available appear in the search....,Navigation
A2LV5QYHH24OMY,make everything 50% cheaper please.,Price
A2I3Y0L38HMQLZ,wish list so i can go back to things i like&#44; therefore i can have time to decide whether i would like to order that item:)x,MoreFunc
AVX3SWFMBEPMZ,CHEAPERRR!!!!!!!!!!!!!!!!!!!!!!!!,Price
A2LV5QYHH24OMY,i think you could lower some prices so normal people can afford your clothes :/,Price
A2LV5QYHH24OMY,lower the prices?,Price
A2LV5QYHH24OMY,price,Price
A312KFQ78WB3A4,lower your prices,Price
A2I3Y0L38HMQLZ,no thanks,None
AVX3SWFMBEPMZ,It would be nice if it were faster.,Latency
A2I3Y0L38HMQLZ,ok idek make more 0 petite stuff!!!!,Stock
A2LV5QYHH24OMY,make your clothes cheaper!,Price
A2LV5QYHH24OMY,I think the site coul be improved by&#44; having every picture available both normlly on the model&#44; a slightly more lively desing as the background etc and have a search engine within categories to make it easier for people to findtheir item,Images|MoreFunc
A2I3Y0L38HMQLZ,THE PRICES OFF THE CREEPERS ARE TOO MUCH,Price
A2I3Y0L38HMQLZ,make it cheaper,Price
A2LV5QYHH24OMY,very nice,None
A2I3Y0L38HMQLZ,Delivery charges are too high - should be a mimimum spend for free delivery like some other companies.,Delivery
A2LV5QYHH24OMY,Bit frustrating how it freezes?,Latency
A312KFQ78WB3A4,Lower your prices,Price
A2LV5QYHH24OMY,filtering of sizes will much improve the site,MoreFunc
A2QN0EGBRGJU1M,nothing!!!!!!!!,None
A312KFQ78WB3A4,EVERYTHING :),None
A312KFQ78WB3A4,better clothes,Products
A2LV5QYHH24OMY,If you what to improve&#44; make thing alot cheaper,Price
A312KFQ78WB3A4,decrease the prices thanks,Price
A2LV5QYHH24OMY,I have to reload page to be able to view it.,Latency
A2I3Y0L38HMQLZ,I find the site easy to use and very neat and organised .,Navigation
A2LV5QYHH24OMY,Keep up the good work!,None
A2LV5QYHH24OMY,cheaper prices pls,Price
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,Bit frustrating how it freezes?,Latency
A312KFQ78WB3A4,lower your prices,Price
A2I3Y0L38HMQLZ,make things cheaper :(,Price
A312KFQ78WB3A4,i love your site for its clean cut.,Navigation
A312KFQ78WB3A4,love it,None
A2LV5QYHH24OMY,The page tends to crash when one tries to define the search.,Latency
A2I3Y0L38HMQLZ,more size 9 shoes,Stock
A1KYGP10BH4FXU,would like to see back of the dress,Images
A312KFQ78WB3A4,brilliant layout..easy access to all items,Navigation
A34M93NJC830DP,i like it,None
A2LV5QYHH24OMY,Prices in Euro's!,MoreFunc
A2I3Y0L38HMQLZ,hvyigkbkv,None
A2I3Y0L38HMQLZ,more sales,Price
A2I3Y0L38HMQLZ,Price exchange (display the australian dollar on all items),MoreFunc
A2LV5QYHH24OMY,you need to put more items like in stores...so also international customers can buy all your  faboulous things!!please put on web also gogo philips jewellery!!,Range
A2I3Y0L38HMQLZ,Beautiful and easy to navigate designed website,Navigation
A2I3Y0L38HMQLZ,the layout is nice,Navigation
A2LV5QYHH24OMY,faster page changes!,Latency
A2I3Y0L38HMQLZ,It's very easy in using and I like prices =),Price|Navigation
A2LV5QYHH24OMY,goood,None
A312KFQ78WB3A4,free delivery,Delivery
A2LV5QYHH24OMY,All good,None
A2LV5QYHH24OMY,MAKE THE CLOTHES MORE AFFORDABLE,Price
A312KFQ78WB3A4,lower prices!,Price
A2BWMYV8JU7RO4,i'm looking forward to product measurement on each size so to help me on deciding the size for different style/fit of product&#44; thanks much!!!,Size
A2LV5QYHH24OMY,great,None
A2LV5QYHH24OMY,nothing.,None
A2LV5QYHH24OMY,very friendly,Navigation
A2QN0EGBRGJU1M,What i like about this site is the easy layout.,Navigation
A312KFQ78WB3A4,lower prices,Price
A2BWMYV8JU7RO4,I want to change the currency into Euro,MoreFunc
A2QN0EGBRGJU1M,make your prices cheaper:-),Price
A2LV5QYHH24OMY,Love the site!,None
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,nothing,None
A2I3Y0L38HMQLZ,Love it!,None
A2I3Y0L38HMQLZ,I'd love to see the minimum purchase for free worldwide shipping a little less.,Delivery
A2LV5QYHH24OMY,Hm...,None
A312KFQ78WB3A4,reduce prices,Price
A2LV5QYHH24OMY,less serious,Navigation
A2LV5QYHH24OMY,boots,Products
A312KFQ78WB3A4,prices,Price
AVX3SWFMBEPMZ,I thought you had fitting room,None
A2LV5QYHH24OMY,needs to be more fashionable&#44; maybe some stuff like newlooks,Range
A2I3Y0L38HMQLZ,I like the variety in styles & colors of your clothes.,Range
A2QN0EGBRGJU1M,i like everything about it,None
A2LV5QYHH24OMY,Everything.,None
A2I3Y0L38HMQLZ,make it faster?,Latency
A1KYGP10BH4FXU,make it more colourful and easy to find items that you have in store,Images|Products
A2LV5QYHH24OMY,The images of garments have improved now that they are modeled on real women..,Images
A2LV5QYHH24OMY,excellent.,None
A2LV5QYHH24OMY,Very good,None
A2I3Y0L38HMQLZ,more sales,Price
A312KFQ78WB3A4,its great,None
A2LV5QYHH24OMY,More dresses in XS.,Size
A1KYGP10BH4FXU,the price,Price
A2LV5QYHH24OMY,easy to navigate,Navigation
A2LV5QYHH24OMY,you know what you can actually buy without having to scrool though..,Navigation
A1KYGP10BH4FXU,make prices cheaper,Price
A2I3Y0L38HMQLZ,Cheaper prices.,Price
A2LV5QYHH24OMY,Nothing,None
A2LV5QYHH24OMY,make things cheaper.,Price
A2LV5QYHH24OMY,screen still shows' there has been an error with payment.....'&#44; and i m sure the numerber&#44; code and everything is right&#44; fix it &#44;plz&#44; which is sooooo annoying,MoreFunc
A312KFQ78WB3A4,its cool,None
A2LV5QYHH24OMY,You could improve creating some wishlist to put our favourit pieces :),MoreFunc
A312KFQ78WB3A4,hippie,None
A2LV5QYHH24OMY,not much (:,None
A2I3Y0L38HMQLZ,i shop on many overseas websites and i find it really good when you can chose the CURRENCY converter before you start shopping.,MoreFunc
A312KFQ78WB3A4,free delivery,Delivery
A312KFQ78WB3A4,i love your shorts guys !!,Products
A2I3Y0L38HMQLZ,everything is far too expensive JEEEEEEEEEEZ,Price
A312KFQ78WB3A4,its great however&#44; you could show an outfit match to the item picked so that buyers know what will go with their new item of clothing and be able to buy a full matching outfit then and there.,Images
A3E157ZN8XPUKJ,very good,None
A312KFQ78WB3A4,DA PRICES INNIT BRUVV LOVE YAA XOXOXOX,Price
A2I3Y0L38HMQLZ,Its quick and easy> Returns with no problems> Iterms are clear,Navigation
A2I3Y0L38HMQLZ,i love the website,None
A2LV5QYHH24OMY,love ya,None
A2I3Y0L38HMQLZ,cheaper clothes fgs,Price
A2QN0EGBRGJU1M,I would love to be able to pay with gift cards as I have many from England,MoreFunc
A1KYGP10BH4FXU,lower the cost everything is too bloody expensive i cant afford anything,Price
A312KFQ78WB3A4,too expensive,Price
A2LV5QYHH24OMY,Sell more printed t-shirts,Range
A312KFQ78WB3A4,display more per page by adding a column,MoreFunc
A2LV5QYHH24OMY,clumsy to search on this site.,Navigation
A2LV5QYHH24OMY,give the currency in euro's as well.,MoreFunc
A2LV5QYHH24OMY,NOTHING,None
A2I3Y0L38HMQLZ,I haven't had a chance to use the website yet....,None
A2LV5QYHH24OMY,There's a clear layout.,Navigation
A2I3Y0L38HMQLZ,please reduce free standard delivery under 75.,Delivery
A312KFQ78WB3A4,I think it would be better if you could view non sale items only if you want eg all non sales tops.,MoreFunc
A2LV5QYHH24OMY,lower the prices,Price
A312KFQ78WB3A4,I like how it is set out&#44; however&#44; you could have a wider range on clothes choice,Range|Navigation
A312KFQ78WB3A4,I AM NOW LOCKED OUT AND CANT MAKE A PURCHASE........HELP ME PLEASE,Latency
A2I3Y0L38HMQLZ,a currency converter,MoreFunc
A2I3Y0L38HMQLZ,can't login&#44; can't choose an option to browse the site normally!!,Latency
A2I3Y0L38HMQLZ,20% off student discount on selected items a week :D,Price
A312KFQ78WB3A4,LOWER THE PRICES,Price
A312KFQ78WB3A4,cheaper pleaseee,Price
A34M93NJC830DP,Thankyou for reading this.,None
A2I3Y0L38HMQLZ,cheeper bags and more sale,Price
A2LV5QYHH24OMY,the staff told me they did not have that product in stock and so I was very disappointed as I wasted my time and ended up not bothering to buy it at all.,Stock
A182JW8U6PO60U,I'd love to have some of your lovely clothes.,Products
A2LV5QYHH24OMY,MAKE YOUR DOC MARTINS CHEAPER,Price
A2LV5QYHH24OMY,I like the layout of the site,Navigation
A2LV5QYHH24OMY,cheaper prices,Price
A2BWMYV8JU7RO4,writing bigger and more space in between pictures x,Navigation
A2I3Y0L38HMQLZ,Nothing!,None
A2I3Y0L38HMQLZ,sorry no constructive criticisms to make!,None
A312KFQ78WB3A4,I like how it is set out&#44; however&#44; you could have a wider range on clothes choice,Range|Navigation
A2LV5QYHH24OMY,Adding a plus size collection&#44; us 'fat people' are humans too.,Size
A2QN0EGBRGJU1M,MAKE IT CHEAPER!,Price
A2QN0EGBRGJU1M,like nothing..,None
A2LV5QYHH24OMY,can you sort by price&#44; for a really special occasion one would want to go for the more/most expensive first rather than work through the lower cost ones,MoreFunc
A2LV5QYHH24OMY,Es la  página web de ropa que he visitado.,None
A2LV5QYHH24OMY,when searching for products&#44; have it for other countries&#44; not just UK,MoreFunc
A2LV5QYHH24OMY,BE CHEAPER,Price
A2LV5QYHH24OMY,Your TV adverts are offensive and sexist against males in the same way as adverts were generally sexist against females in the sixties.,None
A2LV5QYHH24OMY,Don't put windows like this on please.,Navigation
A2I3Y0L38HMQLZ,make stuff cheaper,Price
A2LV5QYHH24OMY,I really love the site and it's really easy to use because of the different features and tool,Navigation
A312KFQ78WB3A4,too expensive,Price
A2LV5QYHH24OMY,not have error occurs when trying to log in,Latency
A2LV5QYHH24OMY,style,Navigation
A2I3Y0L38HMQLZ,everything and nothing,None
A2LV5QYHH24OMY,put the clothes on models and put the outfits together on the model using your products,Images|MoreFunc
A312KFQ78WB3A4,more photos,Images
A2LV5QYHH24OMY,that is really good =),None
A2LV5QYHH24OMY,CHEAPER TO DEARRRRRRRRRRR !,Price
A2LV5QYHH24OMY,Thank you,None
A1KYGP10BH4FXU,LOWER PRICES,Price
A2I3Y0L38HMQLZ,Do a value range or a teen affordable one,Price
A2I3Y0L38HMQLZ,may be improved by showing items in australian dollars,MoreFunc
A2LV5QYHH24OMY,to expensive,Price
A312KFQ78WB3A4,when browsing e.g.,None
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,lower the prices,Price
A2LV5QYHH24OMY,get better shoes,Products
A2QN0EGBRGJU1M,it would be nice to read other customers comments about merchandise,MoreFunc
A2I3Y0L38HMQLZ,price price price,Price
A2LV5QYHH24OMY,cheaper prices,Price
A312KFQ78WB3A4,i like the layout,Navigation
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,Easy to use,Navigation
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,Which shops stock maternity on store locater,Stock|MoreFunc
A2I3Y0L38HMQLZ,More clothes in a 16 please,Range
A2LV5QYHH24OMY,more of a range to pick from in one area of clothes eg jeans,Range
A1KYGP10BH4FXU,i like the shopping bag idea,MoreFunc
A34M93NJC830DP,cheaper clothes better quality,Price|Products
A2LV5QYHH24OMY,bum eggs for everyone,None
A312KFQ78WB3A4,Love your site.,None
A2LV5QYHH24OMY,looks great maybe some more color,Navigation
A312KFQ78WB3A4,It would be nice if the clothes could be modeled by humans,Latency
A312KFQ78WB3A4,cheaper products,Price
A2I3Y0L38HMQLZ,It would be nice to be able to see the prices in other currencies such as euro.,MoreFunc
A2I3Y0L38HMQLZ,you should have more deals for example once you spend £100 on average the items you buy after the cheapest ones you should get 20% off would make me spend alot more money :) thankyou!!,Price
A34M93NJC830DP,its good,None
A2LV5QYHH24OMY,cheaper clothes,Price
A2LV5QYHH24OMY,nothing,None
A2I3Y0L38HMQLZ,EVERYTHING,None
A2I3Y0L38HMQLZ,v7Z_#i7ys,None
A2LV5QYHH24OMY,not much,None
A2I3Y0L38HMQLZ,Not very much,None
A2LV5QYHH24OMY,everything is really easy to find and to view,Navigation
A2LV5QYHH24OMY,screen still shows' there has been an error with payment.....'&#44; and i m sure the numerber&#44; code and everything is right&#44; fix it &#44;plz&#44; which is sooooo annoying,MoreFunc
A2I3Y0L38HMQLZ,i love everything!,None
A2I3Y0L38HMQLZ,Make your stuff cheaper!,Price
A2I3Y0L38HMQLZ,Thanks!,None
A2LV5QYHH24OMY,the layout is easy to work with&#44;,Navigation
A2LV5QYHH24OMY,I love the sale!!!,Price
A2I3Y0L38HMQLZ,quicker delivery!,Delivery
A2LV5QYHH24OMY,annoying because I really like it,None
A2LV5QYHH24OMY,Sometimes it's kind of slow.,Latency
A312KFQ78WB3A4,this is my 1st visit.,None
A2LV5QYHH24OMY,good style disc items,Products
A2LV5QYHH24OMY,cheaper prices,Price
A2LV5QYHH24OMY,i understand that is not possible because you already add loads anyway (im just greedy) :-),Range
A1KYGP10BH4FXU,lower the prices!,Price
A2LV5QYHH24OMY,photos need improving greatly.,Images|Navigation
A2I3Y0L38HMQLZ,EVERYTHING.,None
A2LV5QYHH24OMY,Free Shipping over a certain amount is much appreciated,Delivery
A2LV5QYHH24OMY,Make your prices lower please!,Price
A2LV5QYHH24OMY,NOTHING.,None
A2LV5QYHH24OMY,Lower your prices y'all&#44; you hear me,Price
A2LV5QYHH24OMY,I like the set-up!,Navigation
A2I3Y0L38HMQLZ,You could improve it by being able to be notified when an out of stock item becomes in stock!,Stock|MoreFunc
A34M93NJC830DP,delivery of ordered gods,Delivery
A2LV5QYHH24OMY,dunnnnooooo?!,None
A2LV5QYHH24OMY,you could improve on a more intresing background.,Navigation
A2I3Y0L38HMQLZ,make your clothes cheaper lol,Price
